soil_ph,fertility_ec,humidity,sunlight,soil_temp,soil_moisture,label,source,suitability_probability,suitable
6.3,499,78,2125,28.3,83,Katuray,augmented_smote,0.8649,True
6.8,487,79,2043,28.2,84,Katuray,augmented_smote,0.9211,True
6.7,457,79,2017,28.2,84,Katuray,augmented_smote,0.925,True
6.7,407,79,2009,28.1,84,Katuray,augmented_smote,0.8875,True
6.5,486,79,2000,28.1,84,Katuray,augmented_smote,0.9494,True
6.3,409,78,2136,28.3,83,Katuray,augmented_smote,0.9843,True
6.5,455,79,2000,28.0,84,Katuray,augmented_smote,0.9828,True
6.8,496,79,2000,28.1,84,Katuray,augmented_smote,0.9541,True
6.5,406,79,2000,28.1,84,Katuray,augmented_smote,0.9683,True
6.8,405,79,2000,28.0,84,Katuray,augmented_smote,0.732,True
6.5,455,79,2000,28.0,84,Katuray,augmented_smote,0.9828,True
6.4,408,78,2081,28.2,83,Katuray,augmented_smote,0.9725,True
6.5,405,79,2000,28.0,84,Katuray,augmented_smote,0.9841,True
6.5,408,78,2069,28.2,83,Katuray,augmented_smote,0.977,True
6.2,410,78,2187,28.4,83,Katuray,augmented_smote,0.9638,True
6.3,409,78,2148,28.3,83,Katuray,augmented_smote,0.9843,True
6.9,457,79,2016,28.2,84,Katuray,augmented_smote,0.965,True
6.5,406,79,2000,28.0,84,Katuray,augmented_smote,0.9775,True
6.5,496,79,2000,28.1,84,Katuray,augmented_smote,0.9394,True
6.3,409,78,2154,28.3,83,Katuray,augmented_smote,0.9843,True
6.5,407,79,2001,28.1,84,Katuray,augmented_smote,0.8456,True
6.5,405,79,2000,28.0,84,Katuray,augmented_smote,0.9841,True
6.5,456,79,2000,28.1,84,Katuray,augmented_smote,0.952,True
6.3,489,78,2139,28.3,83,Katuray,augmented_smote,0.9108,True
6.5,408,78,2071,28.2,83,Katuray,augmented_smote,0.977,True
6.4,378,78,2079,28.2,83,Katuray,augmented_smote,0.9911,True
6.5,407,79,2030,28.2,84,Katuray,augmented_smote,0.9693,True
6.4,378,78,2095,28.3,83,Katuray,augmented_smote,0.9905,True
5.8,445,82,1280,27.7,86,Kulo,augmented_smote,0.5222,False
6.2,440,80,1280,28.0,84,Kulo,augmented_smote,0.9987,True
5.2,500,80,1280,28.5,93,Kulo,augmented_smote,0.964,True
5.7,461,83,1141,27.5,88,Kulo,augmented_smote,0.4527,False
5.8,440,80,1274,28.1,84,Kulo,augmented_smote,0.8696,True
6.2,440,80,1280,28.2,84,Kulo,augmented_smote,0.9987,True
5.5,494,81,1280,27.7,90,Kulo,augmented_smote,0.924,True
6.2,440,80,1280,27.9,85,Kulo,augmented_smote,0.9774,True
5.2,500,80,1280,28.3,93,Kulo,augmented_smote,0.9473,True
6.2,440,80,1280,28.0,84,Kulo,augmented_smote,0.9987,True
5.2,500,80,1280,29.3,93,Kulo,augmented_smote,0.9947,True
5.7,440,82,987,27.8,84,Kulo,augmented_smote,0.8939,True
5.7,470,84,1050,27.4,89,Kulo,augmented_smote,0.4693,False
5.2,500,80,1280,29.1,92,Kulo,augmented_smote,0.9927,True
5.2,500,80,1280,29.3,93,Kulo,augmented_smote,0.9947,True
6.2,440,80,1280,28.0,84,Kulo,augmented_smote,0.9987,True
5.9,440,81,1094,28.0,84,Kulo,augmented_smote,0.4827,False
5.7,440,82,982,27.8,84,Kulo,augmented_smote,0.8976,True
5.2,500,80,1280,29.4,93,Kulo,augmented_smote,0.9947,True
6.2,440,80,1280,28.2,84,Kulo,augmented_smote,0.9987,True
6.1,447,82,1280,27.6,87,Kulo,augmented_smote,0.4908,False
6.1,440,80,1280,28.3,84,Kulo,augmented_smote,0.9741,True
5.9,440,80,1280,27.9,84,Kulo,augmented_smote,0.9867,True
5.7,470,84,1050,27.4,89,Kulo,augmented_smote,0.4693,False
5.7,440,81,1045,28.0,84,Kulo,augmented_smote,0.8299,True
6.2,440,81,1280,27.7,86,Kulo,augmented_smote,0.8857,True
5.7,440,82,986,27.8,84,Kulo,augmented_smote,0.895,True
6.2,440,80,1280,27.9,85,Kulo,augmented_smote,0.9774,True
6.0,440,80,1203,28.0,84,Kulo,augmented_smote,0.5424,False
6.2,440,80,1280,28.2,84,Kulo,augmented_smote,0.9987,True
6.2,440,82,1280,27.7,87,Kulo,augmented_smote,0.9049,True
6.2,440,80,1280,28.0,84,Kulo,augmented_smote,0.9987,True
5.8,464,84,1133,27.5,89,Kulo,augmented_smote,0.5002,False
6.0,440,80,1280,28.2,84,Kulo,augmented_smote,0.9915,True
5.9,440,80,1280,28.2,84,Kulo,augmented_smote,0.9867,True
5.9,440,81,1280,27.7,85,Kulo,augmented_smote,0.8551,True
5.2,500,80,1280,28.0,92,Kulo,augmented_smote,0.9706,True
6.2,440,80,1280,28.1,84,Kulo,augmented_smote,0.9987,True
5.7,444,82,999,27.7,84,Kulo,augmented_smote,0.4825,False
6.2,440,80,1280,28.1,84,Kulo,augmented_smote,0.9987,True
5.2,500,80,1280,28.7,88,Kulo,augmented_smote,0.926,True
5.2,500,80,1280,29.5,93,Kulo,augmented_smote,0.9947,True
5.7,462,84,1035,27.5,88,Kulo,augmented_smote,0.3511,False
5.4,500,80,1280,27.8,91,Kulo,augmented_smote,0.9546,True
5.2,500,80,1280,29.4,93,Kulo,augmented_smote,0.9947,True
5.2,500,80,1280,29.2,93,Kulo,augmented_smote,0.9947,True
5.2,494,80,1280,28.8,87,Kulo,augmented_smote,0.9368,True
5.5,485,82,1280,27.6,90,Kulo,augmented_smote,0.8396,True
5.2,500,80,1280,28.1,92,Kulo,augmented_smote,0.964,True
6.2,440,80,1280,27.9,85,Kulo,augmented_smote,0.9774,True
6.2,440,80,1280,27.8,85,Kulo,augmented_smote,0.9782,True
6.2,440,80,1280,28.1,84,Kulo,augmented_smote,0.9987,True
6.2,440,80,1280,28.2,84,Kulo,augmented_smote,0.9987,True
5.5,460,80,1280,28.6,84,Kulo,augmented_smote,0.8372,True
5.2,500,80,1280,29.4,93,Kulo,augmented_smote,0.9947,True
5.7,457,83,1023,27.6,87,Kulo,augmented_smote,0.1962,False
5.7,470,84,1051,27.4,89,Kulo,augmented_smote,0.4693,False
5.3,500,80,1280,27.9,91,Kulo,augmented_smote,0.8958,True
5.9,440,80,1280,27.9,84,Kulo,augmented_smote,0.9867,True
5.7,440,81,951,28.0,84,Kulo,augmented_smote,0.8664,True
5.7,468,84,1070,27.4,89,Kulo,augmented_smote,0.2661,False
6.2,440,80,1280,27.8,85,Kulo,augmented_smote,0.9782,True
5.2,500,80,1280,28.9,92,Kulo,augmented_smote,0.984,True
5.7,440,82,975,27.9,84,Kulo,augmented_smote,0.9043,True
5.2,491,80,1280,28.8,87,Kulo,augmented_smote,0.9368,True
5.3,500,80,1280,27.9,91,Kulo,augmented_smote,0.8958,True
5.6,440,80,1179,28.0,84,Kulo,augmented_smote,0.6654,True
5.7,440,82,991,27.8,84,Kulo,augmented_smote,0.8809,True
5.2,500,80,1280,29.1,93,Kulo,augmented_smote,0.9894,True
5.7,472,84,1125,27.4,89,Kulo,augmented_smote,0.4841,False
5.2,500,80,1280,29.2,93,Kulo,augmented_smote,0.9947,True
6.2,440,82,1280,27.7,87,Kulo,augmented_smote,0.9049,True
6.2,440,80,1280,28.0,84,Kulo,augmented_smote,0.9987,True
6.0,440,80,1280,28.2,84,Kulo,augmented_smote,0.9915,True
5.8,446,82,1280,27.7,86,Kulo,augmented_smote,0.5222,False
6.2,440,80,1280,28.0,84,Kulo,augmented_smote,0.9987,True
5.5,493,81,1280,27.7,90,Kulo,augmented_smote,0.927,True
6.2,442,82,1280,27.7,87,Kulo,augmented_smote,0.7789,True
5.2,500,80,1280,29.1,93,Kulo,augmented_smote,0.9894,True
5.7,470,84,1050,27.4,89,Kulo,augmented_smote,0.4693,False
5.2,500,80,1280,29.2,93,Kulo,augmented_smote,0.9947,True
5.3,500,80,1280,28.8,92,Kulo,augmented_smote,0.8972,True
6.0,440,80,1280,28.0,84,Kulo,augmented_smote,0.9919,True
5.7,452,83,1013,27.6,86,Kulo,augmented_smote,0.3269,False
5.7,440,81,953,28.0,84,Kulo,augmented_smote,0.8953,True
6.0,470,80,1280,28.4,88,Kulo,augmented_smote,0.5931,False
5.5,449,80,1280,28.2,84,Kulo,augmented_smote,0.8349,True
5.7,440,81,974,28.0,84,Kulo,augmented_smote,0.8917,True
5.8,454,82,1210,27.6,87,Kulo,augmented_smote,0.3246,False
5.9,440,80,1280,27.8,84,Kulo,augmented_smote,0.99,True
6.2,440,80,1280,27.9,85,Kulo,augmented_smote,0.9774,True
5.4,500,80,1280,27.8,91,Kulo,augmented_smote,0.9546,True
5.2,500,80,1280,29.4,93,Kulo,augmented_smote,0.9947,True
5.7,449,83,1008,27.7,85,Kulo,augmented_smote,0.3298,False
5.5,495,78,1255,28.7,88,Lipote,augmented_smote,0.8702,True
5.7,450,81,1020,28.0,80,Lipote,augmented_smote,0.9422,True
5.6,465,78,845,28.6,83,Lipote,augmented_smote,1.0,True
5.7,420,80,1101,28.1,81,Lipote,augmented_smote,0.9119,True
5.7,420,80,1255,28.2,81,Lipote,augmented_smote,0.6285,True
5.6,450,80,1255,28.3,82,Lipote,augmented_smote,0.9705,True
5.5,471,78,875,28.7,83,Lipote,augmented_smote,0.9967,True
5.7,420,80,875,28.2,82,Lipote,augmented_smote,0.9215,True
5.5,425,78,1255,28.9,83,Lipote,augmented_smote,0.99,True
5.7,425,81,1024,28.0,80,Lipote,augmented_smote,0.7188,True
5.7,421,81,1090,28.1,81,Lipote,augmented_smote,0.6928,True
5.6,420,79,1255,28.3,88,Lipote,augmented_smote,0.8935,True
5.6,450,79,1255,28.4,83,Lipote,augmented_smote,0.9333,True
5.7,490,81,1064,28.1,81,Lipote,augmented_smote,0.9585,True
5.6,450,79,845,28.4,83,Lipote,augmented_smote,0.97,True
5.6,451,79,901,28.4,83,Lipote,augmented_smote,1.0,True
5.7,450,80,845,28.1,81,Lipote,augmented_smote,0.7773,True
5.6,450,79,1255,28.3,82,Lipote,augmented_smote,0.9948,True
5.6,452,79,1255,28.4,83,Lipote,augmented_smote,1.0,True
5.7,450,80,1255,28.2,82,Lipote,augmented_smote,0.938,True
5.5,480,78,901,28.8,83,Lipote,augmented_smote,0.9967,True
5.7,490,80,1118,28.1,81,Lipote,augmented_smote,0.8753,True
5.6,495,79,901,28.3,82,Lipote,augmented_smote,1.0,True
5.6,480,79,1255,28.3,82,Lipote,augmented_smote,1.0,True
5.6,450,79,901,28.3,82,Lipote,augmented_smote,1.0,True
5.5,480,78,1255,28.9,83,Lipote,augmented_smote,0.9967,True
5.6,450,79,1255,28.3,82,Lipote,augmented_smote,0.9948,True
5.6,420,79,888,28.3,82,Lipote,augmented_smote,0.9967,True
5.6,490,79,1255,28.4,83,Lipote,augmented_smote,0.9967,True
5.6,450,80,845,28.3,82,Lipote,augmented_smote,0.98,True
5.6,469,78,1255,28.7,83,Lipote,augmented_smote,0.9967,True
5.6,420,79,1255,28.3,82,Lipote,augmented_smote,0.9967,True
5.6,495,79,901,28.4,83,Lipote,augmented_smote,0.9967,True
5.7,450,80,1212,28.2,81,Lipote,augmented_smote,0.8192,True
5.7,424,80,1107,28.1,81,Lipote,augmented_smote,0.6774,True
5.6,450,79,875,28.3,82,Lipote,augmented_smote,0.9933,True
5.6,450,79,1255,28.3,82,Lipote,augmented_smote,0.9948,True
5.6,425,79,845,28.3,82,Lipote,augmented_smote,0.9933,True
5.6,451,79,1255,28.4,83,Lipote,augmented_smote,1.0,True
5.7,450,81,984,28.0,80,Lipote,augmented_smote,0.9289,True
5.7,495,81,1074,28.1,81,Lipote,augmented_smote,0.9369,True
5.6,426,79,1255,28.3,82,Lipote,augmented_smote,0.9648,True
5.6,490,78,888,28.6,83,Lipote,augmented_smote,1.0,True
5.6,461,78,1255,28.6,83,Lipote,augmented_smote,1.0,True
5.6,450,79,1255,28.3,82,Lipote,augmented_smote,0.9948,True
5.7,427,80,1170,28.1,81,Lipote,augmented_smote,0.2112,False
5.6,498,78,1255,28.5,83,Lipote,augmented_smote,0.9933,True
5.6,454,78,835,28.5,89,Lipote,augmented_smote,0.9133,True
5.6,464,78,1255,28.6,83,Lipote,augmented_smote,0.9967,True
5.6,468,78,901,28.7,89,Lipote,augmented_smote,0.93,True
5.7,450,80,1255,28.2,81,Lipote,augmented_smote,0.7905,True
5.6,461,78,1255,28.6,83,Lipote,augmented_smote,1.0,True
5.6,420,79,875,28.4,89,Lipote,augmented_smote,0.8233,True
5.6,490,79,888,28.4,83,Lipote,augmented_smote,0.9967,True
5.7,422,80,875,28.2,81,Lipote,augmented_smote,0.9019,True
5.5,471,78,1255,28.7,83,Lipote,augmented_smote,1.0,True
5.6,451,79,1255,28.4,83,Lipote,augmented_smote,1.0,True
5.7,427,81,1014,28.0,80,Lipote,augmented_smote,0.7373,True
5.6,423,79,1255,28.3,82,Lipote,augmented_smote,0.9933,True
5.6,450,79,835,28.4,89,Lipote,augmented_smote,0.8267,True
5.6,455,78,875,28.5,83,Lipote,augmented_smote,0.9933,True
5.6,500,79,1255,28.3,82,Lipote,augmented_smote,0.9533,True
5.7,498,81,1061,28.1,81,Lipote,augmented_smote,0.9616,True
5.7,420,80,1100,28.1,81,Lipote,augmented_smote,0.9119,True
5.6,467,78,1255,28.6,89,Lipote,augmented_smote,0.8575,True
5.5,471,78,888,28.7,83,Lipote,augmented_smote,1.0,True
5.6,451,79,1255,28.4,89,Lipote,augmented_smote,0.8742,True
5.7,450,81,990,28.0,80,Lipote,augmented_smote,0.9289,True
5.6,410,79,1255,28.3,82,Lipote,augmented_smote,0.9833,True
5.6,450,79,920,28.3,82,Lipote,augmented_smote,1.0,True
5.5,474,78,1255,28.8,83,Lipote,augmented_smote,0.9933,True
5.6,451,79,835,28.4,83,Lipote,augmented_smote,1.0,True
5.6,450,80,1255,28.3,82,Lipote,augmented_smote,0.9705,True
5.6,467,75,1255,28.7,83,Lipote,augmented_smote,0.9933,True
5.5,410,78,875,28.9,83,Lipote,augmented_smote,0.9967,True
5.7,498,80,1255,28.2,82,Lipote,augmented_smote,0.9596,True
5.5,469,78,888,28.7,83,Lipote,augmented_smote,1.0,True
5.6,450,75,1255,28.3,83,Lipote,augmented_smote,0.9648,True
5.5,480,74,888,28.9,89,Lipote,augmented_smote,0.7541,True
5.6,412,78,1255,28.6,90,Lipote,augmented_smote,0.8442,True
5.5,480,74,835,28.9,83,Lipote,augmented_smote,0.99,True
5.5,473,78,1255,28.7,83,Lipote,augmented_smote,1.0,True
5.5,405,78,920,28.9,83,Lipote,augmented_smote,0.96,True
5.6,466,74,835,28.6,83,Lipote,augmented_smote,0.9933,True
5.6,466,78,1255,28.6,90,Lipote,augmented_smote,0.7575,True
5.5,480,74,1255,28.8,90,Lipote,augmented_smote,0.6747,True
5.7,400,81,1042,28.1,80,Lipote,augmented_smote,0.4491,False
5.7,400,81,964,28.0,80,Lipote,augmented_smote,0.5865,False
5.5,410,78,1255,28.8,89,Lipote,augmented_smote,0.9375,True
5.5,472,78,1255,28.7,83,Lipote,augmented_smote,1.0,True
5.6,410,79,1255,28.3,89,Lipote,augmented_smote,0.9242,True
5.7,415,80,1140,28.1,81,Lipote,augmented_smote,0.7334,True
5.5,472,75,1255,28.7,83,Lipote,augmented_smote,0.9967,True
5.6,463,78,920,28.6,83,Lipote,augmented_smote,1.0,True
5.7,500,80,1255,28.2,82,Lipote,augmented_smote,0.943,True
5.6,458,78,920,28.5,83,Lipote,augmented_smote,0.9967,True
5.7,410,80,1255,28.2,82,Lipote,augmented_smote,0.7385,True
5.6,420,80,835,28.2,82,Lipote,augmented_smote,0.9367,True
5.5,509,78,2442,28.4,88,Sweet Sorghum,augmented_smote,0.6669,True
6.0,515,78,2750,28.4,89,Sweet Sorghum,augmented_smote,0.4235,False
5.5,519,77,2790,28.7,88,Sweet Sorghum,augmented_smote,0.958,True
6.2,480,82,2000,27.5,90,Sweet Sorghum,augmented_smote,0.9551,True
5.6,518,77,2780,28.6,88,Sweet Sorghum,augmented_smote,0.9168,True
5.5,519,77,2787,28.7,88,Sweet Sorghum,augmented_smote,0.9466,True
5.9,494,80,2000,28.0,89,Sweet Sorghum,augmented_smote,0.8968,True
5.5,520,77,2800,28.8,88,Sweet Sorghum,augmented_smote,0.9782,True
5.6,507,79,2374,28.4,88,Sweet Sorghum,augmented_smote,0.6212,True
5.5,520,77,2797,28.8,88,Sweet Sorghum,augmented_smote,0.9782,True
5.7,517,78,2774,28.6,88,Sweet Sorghum,augmented_smote,0.5248,False
5.5,514,78,2607,28.6,88,Sweet Sorghum,augmented_smote,0.8086,True
5.5,519,77,2786,28.7,88,Sweet Sorghum,augmented_smote,0.9413,True
6.1,504,79,2352,28.1,89,Sweet Sorghum,augmented_smote,0.8412,True
5.7,517,78,2769,28.5,88,Sweet Sorghum,augmented_smote,0.441,False
6.2,482,82,2000,27.6,90,Sweet Sorghum,augmented_smote,0.976,True
6.0,489,81,2000,27.8,89,Sweet Sorghum,augmented_smote,0.9826,True
5.5,519,77,2793,28.7,88,Sweet Sorghum,augmented_smote,0.9649,True
6.0,515,78,2752,28.4,89,Sweet Sorghum,augmented_smote,0.4882,False
6.2,483,82,2000,27.6,90,Sweet Sorghum,augmented_smote,0.9793,True
5.7,517,78,2771,28.6,88,Sweet Sorghum,augmented_smote,0.3372,False
6.0,490,81,2000,27.8,89,Sweet Sorghum,augmented_smote,0.9859,True
5.5,520,77,2800,28.8,88,Sweet Sorghum,augmented_smote,0.9782,True
6.1,494,80,2012,27.9,90,Sweet Sorghum,augmented_smote,0.9033,True
5.5,520,77,2798,28.8,88,Sweet Sorghum,augmented_smote,0.9782,True
5.8,517,78,2766,28.5,88,Sweet Sorghum,augmented_smote,0.3915,False
6.2,480,82,2000,27.5,90,Sweet Sorghum,augmented_smote,0.9551,True
6.1,503,79,2311,28.1,89,Sweet Sorghum,augmented_smote,0.791,True
6.0,515,78,2750,28.4,89,Sweet Sorghum,augmented_smote,0.4235,False
5.5,519,77,2795,28.8,88,Sweet Sorghum,augmented_smote,0.9682,True
6.2,480,82,2000,27.5,90,Sweet Sorghum,augmented_smote,0.9551,True
6.1,500,80,2201,28.0,89,Sweet Sorghum,augmented_smote,0.8524,True
6.0,489,81,2000,27.8,89,Sweet Sorghum,augmented_smote,0.9826,True
6.1,505,79,2391,28.1,89,Sweet Sorghum,augmented_smote,0.8343,True
6.2,480,82,2000,27.5,90,Sweet Sorghum,augmented_smote,0.9551,True
6.1,491,81,2000,27.8,90,Sweet Sorghum,augmented_smote,0.9629,True
5.5,520,77,2795,28.8,88,Sweet Sorghum,augmented_smote,0.9782,True
5.5,517,77,2693,28.7,88,Sweet Sorghum,augmented_smote,0.7982,True
5.5,519,77,2787,28.7,88,Sweet Sorghum,augmented_smote,0.9466,True
6.1,486,81,2000,27.7,89,Sweet Sorghum,augmented_smote,0.9473,True
5.5,519,77,2794,28.7,88,Sweet Sorghum,augmented_smote,0.9649,True
6.0,515,78,2750,28.4,89,Sweet Sorghum,augmented_smote,0.4235,False
6.1,499,80,2193,28.0,89,Sweet Sorghum,augmented_smote,0.8617,True
6.0,508,79,2509,28.2,89,Sweet Sorghum,augmented_smote,0.7469,True
5.5,518,77,2783,28.7,88,Sweet Sorghum,augmented_smote,0.9275,True
5.6,518,77,2779,28.6,88,Sweet Sorghum,augmented_smote,0.9134,True
6.2,482,82,2000,27.6,90,Sweet Sorghum,augmented_smote,0.976,True
6.1,494,80,2012,27.9,90,Sweet Sorghum,augmented_smote,0.9033,True
5.5,520,77,2800,28.8,88,Sweet Sorghum,augmented_smote,0.9782,True
6.2,485,81,2000,27.6,90,Sweet Sorghum,augmented_smote,0.9587,True
6.2,483,82,2000,27.6,90,Sweet Sorghum,augmented_smote,0.9793,True
5.5,514,78,2609,28.6,88,Sweet Sorghum,augmented_smote,0.8086,True
6.2,480,82,2000,27.5,90,Sweet Sorghum,augmented_smote,0.9551,True
6.1,498,80,2139,28.0,89,Sweet Sorghum,augmented_smote,0.8734,True
5.6,518,77,2775,28.6,88,Sweet Sorghum,augmented_smote,0.9114,True
5.6,518,77,2781,28.6,88,Sweet Sorghum,augmented_smote,0.911,True
5.7,517,78,2771,28.6,88,Sweet Sorghum,augmented_smote,0.3372,False
5.8,516,78,2763,28.5,88,Sweet Sorghum,augmented_smote,0.2703,False
5.9,492,81,2000,27.9,89,Sweet Sorghum,augmented_smote,0.9463,True
6.1,499,80,2165,28.0,89,Sweet Sorghum,augmented_smote,0.8767,True
5.9,516,78,2759,28.5,88,Sweet Sorghum,augmented_smote,0.3853,False
5.8,499,80,2103,28.1,88,Sweet Sorghum,augmented_smote,0.8613,True
6.1,483,82,2000,27.6,90,Sweet Sorghum,augmented_smote,0.9731,True
5.5,520,77,2800,28.8,88,Sweet Sorghum,augmented_smote,0.9782,True
5.5,518,77,2784,28.7,88,Sweet Sorghum,augmented_smote,0.9297,True
6.0,515,78,2733,28.4,89,Sweet Sorghum,augmented_smote,0.4241,False
6.0,515,78,2750,28.4,89,Sweet Sorghum,augmented_smote,0.4235,False
5.6,518,77,2780,28.6,88,Sweet Sorghum,augmented_smote,0.9168,True
5.7,500,79,2151,28.2,88,Sweet Sorghum,augmented_smote,0.8073,True
6.0,513,78,2672,28.3,89,Sweet Sorghum,augmented_smote,0.6114,True
5.7,500,79,2159,28.2,88,Sweet Sorghum,augmented_smote,0.8106,True
5.7,502,79,2202,28.2,88,Sweet Sorghum,augmented_smote,0.7674,True
6.1,503,79,2339,28.1,89,Sweet Sorghum,augmented_smote,0.8263,True
6.1,490,81,2000,27.8,90,Sweet Sorghum,augmented_smote,0.9596,True
5.5,520,77,2800,28.8,88,Sweet Sorghum,augmented_smote,0.9782,True
5.5,518,77,2783,28.7,88,Sweet Sorghum,augmented_smote,0.9275,True
6.0,515,78,2750,28.4,89,Sweet Sorghum,augmented_smote,0.4235,False
5.5,512,78,2531,28.5,88,Sweet Sorghum,augmented_smote,0.7653,True
5.5,519,77,2791,28.7,88,Sweet Sorghum,augmented_smote,0.9602,True
6.0,488,81,2000,27.8,89,Sweet Sorghum,augmented_smote,0.9826,True
6.1,503,79,2304,28.1,89,Sweet Sorghum,augmented_smote,0.7621,True
5.5,520,77,2797,28.8,88,Sweet Sorghum,augmented_smote,0.9782,True
6.0,512,78,2627,28.3,89,Sweet Sorghum,augmented_smote,0.5755,False
6.0,515,78,2750,28.4,89,Sweet Sorghum,augmented_smote,0.4235,False
6.0,489,81,2000,27.8,89,Sweet Sorghum,augmented_smote,0.9826,True
6.1,501,80,2266,28.1,89,Sweet Sorghum,augmented_smote,0.7803,True
6.0,515,78,2750,28.4,89,Sweet Sorghum,augmented_smote,0.4235,False
5.9,516,78,2757,28.5,89,Sweet Sorghum,augmented_smote,0.4498,False
5.9,492,80,2000,27.9,89,Sweet Sorghum,augmented_smote,0.9277,True
5.9,516,78,2756,28.4,89,Sweet Sorghum,augmented_smote,0.5729,False
6.1,502,79,2302,28.1,89,Sweet Sorghum,augmented_smote,0.7967,True
5.9,515,78,2755,28.4,89,Sweet Sorghum,augmented_smote,0.5714,False
5.8,496,80,2017,28.0,88,Sweet Sorghum,augmented_smote,0.7676,True
5.5,520,77,2800,28.8,88,Sweet Sorghum,augmented_smote,0.9782,True
4.0,480,80,2000,30.2,94,Ube,augmented_smote,0.99,True
5.6,830,80,9000,28.5,94,Ube,augmented_smote,0.9283,True
5.0,820,80,2000,29.1,94,Ube,augmented_smote,0.9544,True
5.8,830,82,1442,27.9,91,Ube,augmented_smote,0.9363,True
4.2,830,80,2000,29.2,94,Ube,augmented_smote,0.9633,True
5.0,480,80,2000,28.5,94,Ube,augmented_smote,0.9891,True
5.8,480,81,1826,27.8,92,Ube,augmented_smote,0.9574,True
5.8,830,81,1588,27.8,92,Ube,augmented_smote,0.985,True
5.8,480,80,2000,30.2,94,Ube,augmented_smote,0.983,True
5.0,480,80,9400,28.7,94,Ube,augmented_smote,0.99,True
5.4,830,80,2000,28.6,94,Ube,augmented_smote,0.96,True
5.3,480,81,9400,28.0,91,Ube,augmented_smote,0.8278,True
5.8,480,81,1608,28.2,91,Ube,augmented_smote,0.7731,True
5.8,830,81,1571,27.8,92,Ube,augmented_smote,0.985,True
5.1,480,80,2000,28.4,93,Ube,augmented_smote,0.9543,True
5.8,480,82,1495,27.8,91,Ube,augmented_smote,0.8565,True
5.4,475,83,1422,27.9,90,Ube,augmented_smote,0.5418,False
5.0,480,81,2000,28.3,94,Ube,augmented_smote,0.9685,True
5.8,830,80,9400,29.0,94,Ube,augmented_smote,0.9867,True
5.0,840,80,2000,28.5,94,Ube,augmented_smote,0.9967,True
5.8,480,80,9300,28.7,93,Ube,augmented_smote,0.9396,True
5.0,480,80,2000,29.1,94,Ube,augmented_smote,1.0,True
5.1,840,80,2000,28.4,93,Ube,augmented_smote,0.9838,True
5.8,480,82,1475,27.9,91,Ube,augmented_smote,0.7156,True
5.8,830,80,2000,27.9,93,Ube,augmented_smote,0.9929,True
5.0,480,82,10000,30.1,92,Ube,augmented_smote,0.96,True
5.3,830,80,2000,28.3,94,Ube,augmented_smote,0.9067,True
5.1,480,80,10000,28.8,94,Ube,augmented_smote,0.9967,True
5.0,830,80,2000,28.9,94,Ube,augmented_smote,1.0,True
5.4,478,83,1483,27.9,90,Ube,augmented_smote,0.6322,True
4.3,480,80,2000,28.4,94,Ube,augmented_smote,0.9798,True
5.0,840,80,8800,29.1,94,Ube,augmented_smote,0.8122,True
5.0,480,80,2000,28.8,94,Ube,augmented_smote,1.0,True
5.8,480,80,8900,28.6,94,Ube,augmented_smote,0.9363,True
5.4,470,83,1300,27.9,90,Ube,augmented_smote,0.6294,True
5.7,480,80,9500,29.2,94,Ube,augmented_smote,0.9138,True
5.6,840,80,2000,28.1,94,Ube,augmented_smote,0.9575,True
5.8,840,80,9600,29.1,94,Ube,augmented_smote,0.9767,True
5.0,480,80,2000,29.1,94,Ube,augmented_smote,1.0,True
5.8,480,81,1607,27.8,92,Ube,augmented_smote,0.9069,True
5.0,480,80,2000,28.7,94,Ube,augmented_smote,1.0,True
4.4,470,83,1300,30.9,90,Ube,augmented_smote,0.6802,True
5.8,480,80,2000,29.1,94,Ube,augmented_smote,0.9889,True
5.8,480,80,1827,28.5,92,Ube,augmented_smote,0.9577,True
5.7,476,82,1389,27.9,91,Ube,augmented_smote,0.058,False
5.1,850,82,2000,28.1,92,Ube,augmented_smote,0.9638,True
4.3,480,80,2000,29.1,94,Ube,augmented_smote,1.0,True
5.0,850,80,2000,28.5,94,Ube,augmented_smote,0.9967,True
5.8,480,80,2000,28.2,94,Ube,augmented_smote,0.9226,True
4.3,850,82,1492,27.8,91,Ube,augmented_smote,0.9567,True
5.8,480,80,2000,27.9,93,Ube,augmented_smote,0.9364,True
5.0,850,80,2000,28.9,94,Ube,augmented_smote,1.0,True
5.8,840,80,1862,30.1,93,Ube,augmented_smote,0.89,True
4.3,480,80,2000,28.8,94,Ube,augmented_smote,1.0,True
5.0,850,80,2000,28.8,94,Ube,augmented_smote,1.0,True
5.8,480,80,2000,28.5,93,Ube,augmented_smote,0.9711,True
4.3,820,81,1597,27.8,92,Ube,augmented_smote,0.8644,True
5.8,480,82,1507,27.8,91,Ube,augmented_smote,0.8378,True
5.2,820,82,2000,28.0,91,Ube,augmented_smote,0.8694,True
5.8,850,80,2000,29.1,94,Ube,augmented_smote,0.99,True
5.4,470,83,1300,27.9,90,Ube,augmented_smote,0.6294,True
5.8,480,81,1602,28.2,91,Ube,augmented_smote,0.7697,True
4.3,480,82,1516,27.8,91,Ube,augmented_smote,0.9074,True
4.3,480,80,2000,28.7,94,Ube,augmented_smote,1.0,True
5.8,480,80,2000,28.7,93,Ube,augmented_smote,0.9892,True
